"OBJECTID","DCRAINTERNALNUMBER","ISSUE_DATE","PERMIT_ID","PERMIT_TYPE_NAME","PERMIT_SUBTYPE_NAME","PERMIT_CATEGORY_NAME","APPLICATION_STATUS_NAME","FULL_ADDRESS","DESC_OF_WORK","SSL","ZONING","PERMIT_APPLICANT","FEE_TYPE","FEES_PAID","OWNER_NAME","LASTMODIFIEDDATE","CITY","STATE","LATITUDE","LONGITUDE","XCOORD","YCOORD","ZIPCODE","MARADDRESSREPOSITORYID","DCSTATADDRESSKEY","DCSTATLOCATIONKEY","WARD","ANC","SMD","DISTRICT","PSA","NEIGHBORHOODCLUSTER","HOTSPOT2006NAME","HOTSPOT2005NAME","HOTSPOT2004NAME","BUSINESSIMPROVEMENTDISTRICT","YEAR"
226585,"111308175","2014-01-17T00:00:00.000Z","B1308175","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","5105 CONNECTICUT AVE NW","NEW 3 STORY WITH CELLAR, 4 UNIT APARTMENT HOUSE.","1989    0046","R-5-B","CARLOS R. IGLES  BELLO, BELLO ? ASSOCIATES, LLC","117.22 (NEWEFEE);1172.23 (FILINGFEE);117.22 (NEWEFEE3);1172.22 (NEW1);117.22 (ARPFEEEMANU);9.38 (NEW2);0.94 (GRNEFEE)","3986","SANJAY KHANNA","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.956591,-77.07039,393898.98,143189.75,"20008",262793,105959,105959,"3","3G","3G07","SECOND","201","10","NONE","NONE","NONE","NONE",2014
226586,"111308177","2014-02-28T00:00:00.000Z","B1308177","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2112 8TH ST NW","NEW 10 STORY MIXED USE BUILDING WITH COMMERCIAL USES ON THE FIRST FLOOR AND RESIDENTIAL APARTMENTS ON FLOORS 2 THROUGH 10 WITH 2 LEVELS OF UNDERGROUND PARKING.","2875    1109","CR","PHILLIP PITTING  CAPITOL PERMITS","12610.24 (NEWEFEE);126102.40 (NEW1);97.40 (GRNEFEE);2000.00 (NEWEFEE3);974.02 (NEW2);20000.00 (FILINGFEE);250.00 (ZONINGINCLUS);25.00 (AREFEEMAN)","162059","ATLANTIC RESIDENTIAL A LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.918526,-77.023075,397998.93,138962.08,"20001",284190,122676,122676,"1","1B","1B11","THIRD","305","3","NONE","NONE","NONE","NONE",2014
226588,"111303012","2014-06-10T00:00:00.000Z","B1303012","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","154 FORRESTER ST SW","NEW CONSTRUCTION OF A DUPLEX SEMI DETACHED SINGLE FAMILY DWELLING","6239    0012",NA,"AZIZ  AKAME","74.35 (GREENBLDG);5.47 (ARFILEEFEE);738.00 (ALTREPAIR)","818","JOMO OLUDIPE","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.825041,-77.011398,399010.28,128584.37,"20032",311082,265751,265938,"8","8D","8D04","SEVENTH","708","39","NONE","NONE","NONE","NONE",2014
226591,"111303248","2014-04-21T00:00:00.000Z","B1303248","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","303 H ST NE","NEW 25 DWELLING APARTMENT HOUSE WITH RETAIL ON GROUND LEVEL.","0777    0087","HS-H/C-2-B","MICHELE  MILLER","343.98 (NEWEFEE3);476.98 (NEWEFEE);250.00 (ZONEINCLUS);300.00 (REVISION);39.31 (NEW2);3439.80 (FILINGFEE);780.00 (REVISION);3439.80 (NEW1);3.93 (GRNEFEE)","9074","301 H STREET NE","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.900041,-77.001787,399845.01,136909.83,"20002",41666,29330,29330,"6","6C","6C05","FIRST","104","25","NONE","NONE","NONE","NONE",2014
226593,"111303747","2014-08-22T00:00:00.000Z","B1303747","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2537 PENNSYLVANIA AVE SE","NEW CONSTRUCTION OF A NEW 5 STORY MIXED-USE BUILDING TO INCLUDE 26 RESIDENTIAL UNITS, COMMERCIAL/RETAIL ON FIRST FLOOR, WITH ONE LEVEL OF UNDERGROUND PARKING WITH 10 PARKING SPACES AND 5 PARKING SPACES AT SURFACE LEVEL. PROJECT TO INCLUDE UNDERPINNING, SHEETING AND SHORING AS PER PLANS.","5579    0808","C-2-A","CARLOS R.  IGLESIAS","250.00 (ZONEINCLUS);1011.44 (ARPFEEEMANU);5832.00 (FILINGFEE)","7093","2951 MILLS AVENUE, INC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.872718,-76.969606,402637.47,133877.24,"20020",287103,125932,125932,"7","7A","7A07","SIXTH","607","34","NONE","NONE","NONE","NONE",2014
226679,"111402162","2014-04-08T00:00:00.000Z","B1402162","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","6102 NEW HAMPSHIRE AVE NE","CONSTRUCT NEW SINGLE FAMILY RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30","3719    0046",NA,"CURT  ADKINS","842.40 (NEW1);84.24 (NEWEFEE3);1.12 (GRNEFEE);11.23 (NEW2);84.24 (NEWEFEE);842.40 (FILINGFEE)","1866","6000 NEW HAMPSHIRE AVENUE,  LLC","2015-12-03T08:14:05.000Z","WASHINGTON","DC",38.964019,-77.004118,399643.09,144011.98,"20011",310526,473086,407254,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226680,"111402163","2014-07-07T00:00:00.000Z","B1402163","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","6104 NEW HAMPSHIRE AVE NE","CONSTRUCT NEW SINGLE FAMILY DETACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30","3719    0045",NA,"CURT  ADKINS","1.12 (GRNEFEE);84.24 (NEWEFEE3);842.40 (NEW1);842.40 (FILINGFEE);11.23 (NEW2);84.24 (NEWEFEE)","1866","6000 NEW HAMPSHIRE AVENUE,  LLC","2015-09-10T14:51:56.000Z","WASHINGTON","DC",38.964117,-77.004051,399648.94,144022.84,"20011",310525,473056,407242,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226681,"111402170","2014-03-31T00:00:00.000Z","B1402170","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","6120 SOLENT PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30","3719    0957",NA,"CURT  ADKINS","332.94 (FILINGFEE);33.29 (NEWEFEE);33.29 (NEWEFEE3);0.41 (GRNEFEE);4.10 (NEW2);332.93 (NEW1)","737","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964297,-77.004818,399582.46,144042.84,"20011",311409,476072,409534,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226682,"111402172","2014-02-11T00:00:00.000Z","B1402172","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","208 BEACON PL NE","CONSTRUCT NEW SINGLE FAMILY DETACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30","3719    0866",NA,"CURT  ADKINS","939.60 (FILINGFEE);12.53 (NEW2);939.60 (NEW1);93.96 (NEWEFEE3);93.96 (NEWEFEE);1.25 (GRNEFEE)","2081","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964836,-77.004559,399604.93,144102.69,"20011",311419,476070,409546,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226687,"111210140","2014-01-27T00:00:00.000Z","B1210140","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","445 S ST NW","A NEW ""SFD"" ROW STRUCTURE ONLY LE Z.A. S DECISION ON THE EXISTING FOUNDATION.


""ON LINE APPLICATION""","0475E   0019","R-4","NARESH MALKANI,  IPLUS, INC.","65.60 (GREENBLDG);200.00 (ADDITION);6.56 (AAREFEEGRN);20.00 (ARFILEEFEE);319.20 (FILINGFEE);75.00 (AREFEEMAN);430.80 (ALTREPAIR)","1117","THE DECCA DEVELOPMENT CORPORATION","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.914279,-77.01861,398385.98,138490.52,"20001",310470,271045,271232,"6","2C","2C02","THIRD","306","3","NONE","NONE","NONE","NONE",2014
226728,"111402175","2014-02-11T00:00:00.000Z","B1402175","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","212 BEACON PL NE","CONSTRUCT NEW SINGLE FAMILY DETACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30","3719    0864",NA,"CURT  ADKINS","12.53 (NEW2);939.60 (NEW1);93.96 (NEWEFEE3);93.96 (NEWEFEE);1.25 (GRNEFEE);939.60 (FILINGFEE)","2081","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964884,-77.004269,399630.04,144107.97,"20011",311418,476024,409520,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226729,"111402178","2014-03-31T00:00:00.000Z","B1402178","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","6122 SOLENT PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30.","3719    0956",NA,"CURT  ADKINS","4.10 (NEW2);0.41 (GRNEFEE);33.29 (NEWEFEE3);332.94 (FILINGFEE);332.93 (NEW1);33.29 (NEWEFEE)","737","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964355,-77.004824,399581.9,144049.24,"20011",311425,476064,409531,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226730,"111402180","2014-03-31T00:00:00.000Z","B1402180","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","6124 SOLENT PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30.","3719    0955",NA,"CURT  ADKINS","0.41 (GRNEFEE);332.93 (NEW1);33.29 (NEWEFEE);33.29 (NEWEFEE3);332.94 (FILINGFEE);4.10 (NEW2)","737","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964399,-77.004837,399580.77,144054.14,"20011",311448,476076,409535,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226731,"111402182","2014-03-31T00:00:00.000Z","B1402182","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","6126 SOLENT PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30.","3719    0954",NA,"CURT  ADKINS","0.41 (GRNEFEE);33.29 (NEWEFEE3);332.94 (FILINGFEE);332.93 (NEW1);33.29 (NEWEFEE);4.10 (NEW2)","737","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964453,-77.00485,399579.64,144060.17,"20011",311424,476098,409537,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226732,"111402183","2014-03-31T00:00:00.000Z","B1402183","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","6128 SOLENT PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30","3719    0953",NA,"CURT  ADKINS","33.29 (NEWEFEE3);332.93 (NEW1);33.29 (NEWEFEE);4.10 (NEW2);332.94 (FILINGFEE);0.41 (GRNEFEE)","737","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964501,-77.004861,399578.69,144065.44,"20011",311423,476038,409525,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226733,"111402184","2014-03-31T00:00:00.000Z","B1402184","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","160 CONCORD PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30","3719    0947",NA,"CURT  ADKINS","33.29 (NEWEFEE3);332.93 (NEW1);33.29 (NEWEFEE);4.10 (NEW2);0.41 (GRNEFEE);332.94 (FILINGFEE)","737","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964465,-77.005124,399555.9,144061.49,"20011",311414,476080,409544,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226734,"111402185","2014-03-31T00:00:00.000Z","B1402185","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","161 CONCORD PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30","3719    0940",NA,"CURT  ADKINS","332.93 (NEW1);33.29 (NEWEFEE3);33.29 (NEWEFEE);332.94 (FILINGFEE);4.10 (NEW2);0.41 (GRNEFEE)","737","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964329,-77.005463,399526.52,144046.42,"20011",311451,476048,409558,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226735,"111402186","2014-03-31T00:00:00.000Z","B1402186","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","162 CONCORD PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30","3719    0948",NA,"CURT  ADKINS","332.93 (NEW1);33.29 (NEWEFEE3);33.29 (NEWEFEE);0.41 (GRNEFEE);4.10 (NEW2);332.94 (FILINGFEE)","737","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.964416,-77.005096,399558.35,144056.03,"20011",311408,476036,409524,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226738,"111404282","2014-04-02T00:00:00.000Z","B1404282","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","703 NEWTON PL NW","A NEW 9 UNIT 3-FL., MEZZ. & CLLARAPARTMENT BUILDING AT 703-707 NEWTON PLACE NW. TPR W/ NEW LOT # 156 PER ATTACHED APPROVED SUBDIVISION.","2895    0124","GA/C-3-A","MICHELE  MILLER","111.30 (NEWEFEE3);1113.00 (FILINGFEE)","2463","DAVID  GORMAN","2015-10-06T06:48:24.000Z","WASHINGTON","DC",38.933735,-77.024182,397903.39,140650.4,"20010",232259,75566,75566,"1","1A","1A08","FOURTH","409","2","NONE","NONE","GEORGIA AVE NW","NONE",2014
226740,"111404434","2014-11-18T00:00:00.000Z","B1404434","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1505 9TH ST NW","EXISTING VACANT LOT TO BE CONVERTED TO 4-STORY, MULTI-FAMILY RESIDENCE YIELDING THREE UNITS.","0397    0802","C-2-A","WORKSHOP T10","53.77 (ALTREPAIR);537.74 (FILINGFEE);537.73 (NEW1);53.77 (NEWEFEE);53.77 (NEWEFEE3);4.59 (NEW2);2.09 (ALTREPAIR);0.46 (GRNEFEE)","1190","1505 9TH STREET NW LLC LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.909908,-77.023777,397937.82,138005.48,"20001",279205,121362,121362,"6","2C","2C01","THIRD","308","7","NONE","NONE","NONE","NONE",2014
226791,"111310855","2014-05-19T00:00:00.000Z","B1310855","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","600 MASSACHUSETTS AVE NW","CONSTRUCTION OF NEW 11 STORY MIX USE OFFICE-RETAIL BUILDING WITH 1 BASEMENT LEVEL AND 3 BELOW GRADE PARKING LEVELS HAVING 203 TOTAL PARKING SPACES AS SHOWN ON THE ATTACHED THIRD PARTY REVIEWED AND APPROVED PLANS BY CORE ENGINEERING.","0452    0031",NA,"JOHN  GIUSEPPE-RAMCO","12100.48 (NEWEFEE);121.65 (GRNEFEE);1216.51 (NEW2);2000.00 (NEWEFEE3);20000.00 (FILINGFEE);121004.80 (NEW1)","158443","SQ. 452 LP","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.901399,-77.020529,398219.28,137060.83,"20001",311076,159241,159241,"2","2C","2C03","FIRST","102","8","NONE","NONE","NONE","DOWNTOWN BID",2014
226792,"111310905","2014-08-05T00:00:00.000Z","B1310905","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","1600 PENNSYLVANIA AVE SE","NEW MULTI-FAMILY RESIDENTIAL CONSTRUCTION
WEST WING: 3 STORIES + CELLAR
EAST WING: 5 STORIES + CELLAR + PENTHOUSE","1077    0130",NA,"LEON  PAUL","14611.24 (ALTREPAIR);250.00 (ZONEINCLUS);2532.35 (AREFEEMAN);10712.25 (FILINGFEE);1.59 (GBEHANMANU);14.28 (GRNEFEE);158.69 (GREENBLDG)","28280","PENN AVENUE PARTNERSHIP LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.879138,-76.981879,401572.31,134589.58,"20003",311021,176586,176586,"6","6B","6B09","FIRST","108","26","NONE","NONE","NONE","CAPITOL HILL BID",2014
226794,"111311035","2014-02-05T00:00:00.000Z","B1311035","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","836 48TH ST NE","NEW CONSTRUCTION OF A SINGLE FAMILY HOUSE.","5150    0121","R-2","836 48TH STREET LLC","42.12 (NEWEFEE3);421.20 (FILINGFEE);0.62 (AAREFEEGRN);42.12 (AREFEEMAN);6.24 (GREENBLDG);421.20 (ALTREPAIR)","934","836 48TH STREET LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.900927,-76.934012,405723.94,137010.32,"20019",81230,52554,52554,"7","7C","7C04","SIXTH","602","31","NONE","NONE","NONE","NONE",2014
226237,"111407687","2014-08-04T00:00:00.000Z","B1407687","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1830 WOODMONT PL SE","SINGLE FAMILY DETACHED DWELLING - BUILDING PERMIT EXTENSION - NO CHANGES TO PLANS B1002387 & B93193","5763    0820",NA,"IAN  SWAIN","742.50 (FILINGFEE);742.50 (NEW1);11.00 (ARPFEEEMANU);1.10 (AREFEEMAN);74.25 (NEWEFEE3);74.25 (NEWEFEE)","1646","IDS DC, INC.","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.863403,-76.975887,402092.77,132843.04,"20020",311708,448879,385405,"8","8B","8B01","SEVENTH","701","28","NONE","NONE","NONE","NONE",2014
226238,"111407688","2014-08-04T00:00:00.000Z","B1407688","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1832 WOODMONT PL SE","SINGLE FAMILY DETACHED DWELLING - BUILDING PERMIT EXTENSION - NO CHANGES TO PLANS B1008386 & B 93183","5763    0821",NA,"IAN  SWAIN","69.30 (NEWEFEE3);693.00 (FILINGFEE);693.00 (NEW1);69.30 (NEWEFEE);10.27 (GREENBLDG);1.03 (GBEHANMANU)","1536","IDS DC, INC.","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.863343,-76.975739,402105.57,132836.4,"20020",311707,417636,358661,"8","8B","8B01","SEVENTH","701","28","NONE","NONE","NONE","NONE",2014
226239,"111407689","2014-08-04T00:00:00.000Z","B1407689","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1834 WOODMONT PL SE","SINGLE FAMILY DETACHED DWELLING - BUILDING PERMIT EXTENSION - NO CHANGES TO PLANS B1002314 & B93184","5763    0822",NA,"IAN  SWAIN","69.30 (NEWEFEE3);0.62 (GRNEFEE);693.00 (NEW1);69.30 (NEWEFEE);6.16 (NEW2);693.00 (FILINGFEE)","1531","IDS DC, INC.","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.863269,-76.975595,402118.04,132828.14,"20020",311706,417637,358662,"8","8B","8B01","SEVENTH","701","28","NONE","NONE","NONE","NONE",2014
226367,"111402133","2014-11-03T00:00:00.000Z","B1402133","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","820 C ST SE","NEW TWO STORY WITH CELLAR SFD.  ALL NEW MECHANICAL, PLUMBING AND ELECTRICAL","0923    0077","*","WORKSHOP T10","27.94 (NEWEFEE);279.35 (NEW1);27.72 (NEWEFEE3);3.70 (NEW2);0.37 (GRNEFEE);277.20 (FILINGFEE)","616","SHAUN FANNING  C/O DAVID F. HALL","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.886187,-76.994025,400518.38,135371.92,"20003",80625,52757,52757,"6","6B","6B05","FIRST","107","26","NONE","NONE","NONE","NONE",2014
226368,"111402147","2014-03-31T00:00:00.000Z","B1402147","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","6101 SOLENT PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30.","3719    0976",NA,"CURT  ADKINS","29.75 (NEWEFEE3);4.10 (NEW2);0.41 (GRNEFEE);297.54 (FILINGFEE);29.75 (NEWEFEE);297.54 (NEW1)","659","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.963852,-77.004457,399613.73,143993.49,"20011",311438,476068,409533,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226369,"111402148","2014-03-31T00:00:00.000Z","B1402148","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","6103 SOLENT PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30.","3719    0977",NA,"CURT  ADKINS","297.54 (FILINGFEE);29.75 (NEWEFEE3);0.41 (GRNEFEE);4.10 (NEW2);297.54 (NEW1);29.75 (NEWEFEE)","659","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.96391,-77.004446,399614.67,143999.89,"20011",311429,476108,409542,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226370,"111402149","2014-03-31T00:00:00.000Z","B1402149","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","6105 SOLENT PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30.","3719    0978",NA,"CURT  ADKINS","297.54 (NEW1);29.75 (NEWEFEE);29.75 (NEWEFEE3);4.10 (NEW2);0.41 (GRNEFEE);297.54 (FILINGFEE)","659","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.963961,-77.004437,399615.43,144005.54,"20011",311412,476022,409519,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226371,"111402150","2014-03-31T00:00:00.000Z","B1402150","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","6107 SOLENT PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE IN P.U.D. PER Z.C. ORDER 05-30.","3719    0979",NA,"CURT  ADKINS","29.75 (NEWEFEE);297.54 (NEW1);297.54 (FILINGFEE);4.10 (NEW2);29.75 (NEWEFEE3);0.41 (GRNEFEE)","659","6000 NEW HAMPSHIRE AVENUE,  LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.964014,-77.004435,399615.61,144011.38,"20011",311430,476020,409518,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2014
226372,"111400790","2014-08-21T00:00:00.000Z","B1400790","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2410 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1004",NA,"FONTANA","61.71 (NEWEFEE);617.12 (FILINGFEE);0.67 (GRNEFEE);6.67 (NEW2);617.11 (NEW1);61.71 (NEWEFEE3)","1365","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.922037,-76.955705,403841.12,139352.49,"20018",311313,475764,409217,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
226373,"111400791","2014-08-07T00:00:00.000Z","B1400791","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2412 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1005",NA,"FONTANA","6.67 (NEW2);617.12 (FILINGFEE);0.67 (GRNEFEE);61.71 (NEWEFEE);61.71 (NEWEFEE3);617.11 (NEW1)","1365","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.92199,-76.955758,403836.52,139347.26,"20018",311314,475618,409278,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
226374,"111400793","2014-08-07T00:00:00.000Z","B1400793","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2414 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1006",NA,"FONTANA","617.11 (NEW1);61.71 (NEWEFEE3);0.67 (GRNEFEE);617.12 (FILINGFEE);61.71 (NEWEFEE);6.67 (NEW2)","1365","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.921922,-76.955831,403830.25,139339.74,"20018",311315,475672,409192,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
226375,"111400806","2014-04-30T00:00:00.000Z","B1400806","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2438 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1016",NA,"FONTANA","61.71 (NEWEFEE);61.71 (NEWEFEE3);0.67 (GRNEFEE);6.67 (NEW2);617.11 (NEW1);617.12 (FILINGFEE)","1365","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.922641,-76.956006,403814.99,139419.58,"20018",311325,475754,409284,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
226376,"111400820","2014-03-28T00:00:00.000Z","B1400820","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2456 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1024",NA,"FONTANA","6.67 (NEW2);617.11 (NEW1);617.12 (FILINGFEE);0.67 (GRNEFEE);61.71 (NEWEFEE3);61.71 (NEWEFEE)","1365","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.922519,-76.956527,403769.85,139405.99,"20018",311333,475772,409220,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
226459,"111308818","2014-10-02T00:00:00.000Z","B1308818","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","4109 5TH ST NW","CONSTRUCTION OF NEW SEMI-DETACHED BUILDING.","3241    0047","R-4","UDOKA","14.62 (GREENBLDG);453.38 (FILINGFEE);92.93 (ARFILEFEEMAN);461.34 (ARPFEEEMANU)","1022","4109 5TH STREET LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.941353,-77.018964,398355.97,141495.95,"20011",248040,90982,90982,"4","4C","4C10","FOURTH","407","18","NONE","NONE","NONE","NONE",2014
